name,manual_cpu
"Loq 15AHP10 Ryzen 7 250 16GB Ddr5 8tb SSD W11PRO RTX5050 8gb 15.6"" IPS 83JG006ATRP07 + Zetta Çanta",Ryzen 7
"Vostro 3530 Intel Core i5 1334U 12GB 2TB SSD 15.6"" FHD W11H & PER4 Çanta",Intel Core i5 1334U
"Elitebook 6 G1I Intel® Core Ultra 7 255U 32GB 4tbSSD 14"" (1920 x 1200), FDOS C9XW2ETF10+ZETTAÇANTA",Ultra 7 255U
"Aspire Go 15 I7 13620H 24GB 256GB SSD W11HOME 15,6"" Fhd NXJ6SEY001H06+Zetta Çanta",I7 13620H
"CYBORG 17 i7 13620H 40GB 1 TBSSD RTX5070 17.3"" Win 11 Pro + S. Çantası B13WGKG 251XTRHMF20",i7 13620H
Victus 15 R5 8645HS 32GB RAM 4TB SSD RTX3050/6GB 144Hz 15.6'' FHD W11H Gaming Laptop & ÇANTA,R5 8645HS
Pro 16 Ultra 5 235U 80GB Ddr5 2tb SSD FDOS 16 Inç IPS Fullhd+ PC16250BTO105F34 + Zetta Çanta,Ultra 5 235U
"Cyborg 17 i7 13620H 80GB 512GB SSD RTX5060/8GB 17.3"" FHD 144Hz FDOS Gaming Laptop B13WFKG",i7 13620H
"Thinkbook 14 21KG00UCTR12 i5 13420H 16GB 1TBSSD 14"" FHD+ W11P Dizüstü Bilgisayar CNT013",i5 13420H
"ThinkPad E16 G2 Ultra 7 155U 16 GB RAM 1 TB SSD 16"" Win11 Pro 21MBS0Q9ZX Zİ702",Ultra 7 155U
ROG Strix G16 i7 14650HX 16GB 2TB SSD RTX5060/8GB 240Hz WQXGA 16'' W11H G615JMR Gaming Laptop,i7 14650HX
"Loq 15ARP9 Ryzen 7 7435HS Ddr5 16GB 4tbSSD RTX4050 6GB 300NITS 15.6"" 144Hz Fhd FDOS 83JC00CRTRF04",Ryzen 7 7435HS
"Omen 17 Ryzen AI 7 350 32GB 4TB SSD RTX5060/8GB 17.3"" FHD 144Hz FDOS Gaming Laptop & Çanta",Ryzen AI 7 350
"Tuf A16 Ryzen 7 7445HS 16GB 2tb SSD RTX4050/6GB 140W 16 Inch, WIN11HOME RL125H04+ZETTAÇANTA",Ryzen 7 7445HS
"Expertbook P1 P1403CVA I58512G0D I5 13420H 40GB Ddr5 256GB SSD W11PRO 14"" Fhd WXI58512G0DW21",I5 13420H
Latitude 5550 Ultra 7 155U 16GB DDR5 1TB SSD 15.6'' FHD W11P Dizüstü Bilgisayar & PER4 ÇANTA,Ultra 7 155U
"Cyborg 15 Intel Core 7 240H 40GB 1TB SSD RTX5060/8GB 15.6"" FHD W11P Gaming Laptop B2RWFKG",Intel Core 7 240H
"IdeaPad Slim 5 Ryzen AI 7 350 48GB DDR5 4TB SSD 16"" WUXGA W11P Dizüstü Bilgisayar & Çanta",Ryzen AI 7 350
"Katna15 I7 14650HX 64GB 512GBSSD W11HOME RTX5070 8gb 15.6"" 2k QHD 165HZ B14WGK068XTRH27+ZettaÇNT",I7 14650HX
Katna17 Hx I7 14650HX 64GB 4tb SSD FDOS RTX5060 8gb 17 Inç 2k QHD B14WFK216XTRF30+Zetta Çanta,I7 14650HX
"ThinkPad E16 Gen 2 Ultra 7 155H 32GB 2TB SSD 16"" WUXGA W11P Dizüstü Bilgisayar 21MA002UTX 020",Ultra 7 155H
"Pro 16 Xcto Ultra Core 5 120U 96GB Ddr5 4tb SSD Graphics 16"" Fhd+ 300NIT Ubuntu XCTOPRO16UI5F24",Core 5 120U
"Omen16 Ryzen AI 9 365 40GB 1TB SSD RTX5070/8GB 115W 16"" QHD+ 240Hz W11H Gaming Laptop &Çanta",Ryzen AI 9 365
Predator PH18 73 Core Ultra9 275HX 128 GB 3TB RTX5080 18''WQXGA IPS 250Hz freedos NH.QVZEY.001,Ultra9 275HX
Legion 7 16IRX9 I7 14700HX 24GB Ddr5 1tb SSD W11PRO RTX4070 8gb 16Inç 3.2k 83FD005KTRP08+Zetta Çanta,I7 14700HX
"Omen 16 7 240H 32GB 1tb SSD 8GB/RTX5070 16"" IPS 165Hz FDOS Oyun Bilgisayarı BHPQ1Y7EAF10+Zettaçanta",
"Cyborg 15 Intel Core 7 240H 16GB 1TB SSD RTX5060/8GB 15.6"" FHD W11P Gaming Laptop B2RWFKG",Intel Core 7 240H
"Excalibur G870 i7 13620H 32GB 1TB RTX5070 8GB 165Hz 15.6"" W11P Gaming Laptop G870.1362 DF70R C",i7 13620H
Victus 15 R5 8645HS 48GB RAM 2TB SSD RTX4060/8GB 144Hz 15.6'' FHD W11P Gaming Laptop & ÇANTA,R5 8645HS
Extensa 15 EX215 55 i7 1255U 36GB RAM 1TB SSD 15.6'' FHD W11H Dizüstü Bilgisayar & PER4 ÇANTA,i7 1255U
"E16 G3 U7 255H 32GB 512 GB Intel Arc Graphics 16"" Win10 Home +S. Çantası 21SR006RTXHMF97",U7 255H
"Rog Strix G16 Ultra 9 275HX 16GB 512GB SSD RTX5070/8GB 240Hz 16"" QHD+ W11H Gaming Laptop G615LP",Ultra 9 275HX
Alienware 16AC16250 7 240H 80GB 6tbSSD W11HOME 8gb RTX5060 16Inç 2K AC16250C71615U56NH48+Zetta Çanta,
Dell Alienware 16 Aurora Intel Core 7 240H 16GB DDR5 1TB SSD RTX5060 8GB Laptop AC16250 C71615U56N,Intel Core 7 240H
"17 CN5075CL B9700TT006 Ultra7 255U 48GB 1TBSSD 17.3"" HD+ Touch W11H Dizüstü Bilgisayar",Ultra7 255U
"Vector 16 Hx Ultra 7 255HX 32GB 2tb SSD 12GB/RTX5070TI/140W WIN11PRO 16"" Fhd+ 144Hz 091XTRP11",Ultra 7 255HX
"Cyborg 15 i7 13620H 32GB 4 TBSSD RTX4050 15.6"" FHD 144Hz Freedos + Sırt Ç. A13VE 897XTRHMF14",i7 13620H
"Nitro 18 Ryzen 9 365 48GB 8tbSSD 12GB/RTX5070TI 18"" Qhd 165Hz W11HOME NHQYFEY001F53+Zettaçanta",Ryzen 9
"ThinkBook 16P G6 Ultra9 275HX 16GB 512GB SSD RTX5060/8GB 115W 16"" 3.2K 165Hz W11H Laptop",Ultra9 275HX
"Victus 16 S1010NT 9Z790EA C23 8GB RTX4060 Ryzen 7 8845HS 48 GB 2 TB 16,1"" FHD 144Hz W11H + Çanta",Ryzen 7 8845HS
"Predator Helios Neo18 Ultra9 275HX 128GB 4TB SSD RTX5070Ti/12GB 18"" QHD+ FDOS Gaming Laptop",Ultra9 275HX
"CYBORG 17 i7 13620H 40GB 1TB RTX5060 (8GB) 17.3"" FHD Freedos + S.Çantası B13WFKG 092XTRHMF4",i7 13620H
"Nitro 5 I7 12650H 64GB 256GB SSD 8GB/RTX4060 140W IPS 17.3"" 144Hz Full Hd WIN11PRO NHQLFEY004P21",I7 12650H
Predator PH18 73 Ultra 9 275HX 128GB 4tb FDOS 16GB RTX5080 18'' WQXGA NHQVZEY001F34 + Zetta Çanta,Ultra 9 275HX
Vostro 3530 i7 1355U 12GB RAM 2TB SSD 15.6'' FHD W11P Taşınabilir Bilgisayar & PER4 ÇANTA,i7 1355U
"IdeaPad Slim 5 Ryzen AI 7 350 24GB DDR5 4TB SSD 16"" WUXGA W11H Dizüstü Bilgisayar & Çanta",Ryzen AI 7 350
"TUF Gaming F16 Core 5 210H 40GB 4TB SSD RTX4050/6GB 140W WUXGA 16"" W11P LP029 & PER4 ÇANTA",Core 5 210H
Katana 17 HX i9 14900HX 40GB 2TB SSD RTX5070/8GB 17.3'' 2K QHD 240Hz W11H Gaming Laptop B14WGK,i9 14900HX
"VOSTRO 3530 Intel Core i7 1355U 24 GB RAM DDR4 512 GB SSD 15.6"" 120 HRZ FULLHD W11PRO TAŞINABİLİR",Intel Core i7 1355U
"Vector 18 HX AI Ultra 9 275HX 24GB 512GB SSD RTX5070Ti/12GB 140W 18"" QHD+ 240Hz W11P Gaming",Ultra 9 275HX
Vivobook X1504VA 15 1.nesil Core 5 120U 40GB 2TB SSD Fhd 15.6inc Freedos ZNJ2861F14+ZETTAÇANTA,Core 5 120U
"Aspire Go 15 I7 13620H 96GB 2tb SSD FDOS 15,6"" Fhd (1920 x 1080) IPS NXJ6SEY001F39+Zetta Çanta",I7 13620H
"Cyborg 15 A13VE7 i7 13620H 8GB 1TB SSD RTX4050/6GB 15.6"" FHD 144HZ W11H & PER4 ÇANTA",i7 13620H
ExpertBook P1 2.Nesil Core 5 210H 16Gb 512Gb Ssd 15.6inc W11,Core 5 210H
"TufF15 I7 13620H 16GB DDR5 512GB SSD Freedos 15.6"" Fhd 144Hz 8GB/RTX4060 FX507VV LP24201+ZETTAÇNT",I7 13620H
Katana 17 HX i9 14900HX 96GB 512GB SSD RTX5060/8GB 17.3'' 2K QHD 240Hz W11P Gaming Laptop B14WFK,i9 14900HX
"ThinkBook 14 G8 Intel Core 7 240H 96GB 256GB SSD 14"" WUXGA W11P Dizüstü Bilgisayar & Çanta",Intel Core 7 240H
"Crosshair 17 HX AI Ultra 9 275HX 16GB 256GB SSD RTX5070/8GB 115W 17"" 2K QHD+ 240Hz FDOS Gaming",Ultra 9 275HX
"Predator Helios Neo 16 AI Ultra 9 275HX 32GB 2TB SSD RTX5070Ti/12GB 170W 16"" QHD+ W11H",Ultra 9 275HX
"Thinkpad E16 G3 U5 225U 40GB 512GB Intel Graphics 16"" Win10 Pro +S.Çantası 21SSS2YQ60HMF80",U5 225U
"V15 83A100HXTR009 i7 1355U 16GB 512SSD 15.6"" FHD W11P Dizüstü Bilgisayar",i7 1355U
"Rog Strix G16 R9 8940HX 48GB 2tb Ssd+2tb SSD 8GB/RTX5060 115W 16""/ 2.5k 3ms 240Hz, W11PRO WS5062W22",R9
"Omen16 Ryzen AI 9 365 48GB 512GB SSD RTX5070/8GB 115W 16"" QHD+ 240Hz FDOS Gaming Laptop &Çanta",Ryzen AI 9 365
"Expertbook P1 P1403 I7 13620H 8gb Ddr5 256GB SSD WIN11HOME 14"" Fhd EXP1403CVAI58512S0H01 +ZETTACNT",I7 13620H
"Victus 15 FA2036NT i7 13620H 64GB 4 TBSSD RTX5050 15.6"" FHD Win 11 Home + S.Çantası C52QWEAHMF42",i7 13620H
Vivobook 15 Intel Core 5 120U 16GB 1TB SSD 15.6' Windows11 +ÇANTA,Intel Core 5 120U
Victus 15 Intel Core 7 240H 48GB 1TB SSD RTX5060/8GB 15.6'' 144Hz FHD W11P Gaming Laptop,Intel Core 7 240H
Victus 16 i7 13700H 48GB DDR5 256GB SSD RTX4070/8GB 144Hz 16.1'' FDOS Gaming Laptop & PER4 ÇANTA,i7 13700H
"EliteBook 660 G11 Ultra 7 155U 16 GBDDR5 512 GBSSD 16"" Win 10 Home + S. Çantası 9C004EAHMF29",Ultra 7 155U
"Victus 16 S1010NT 9Z790EA C26 8GB RTX4060 Ryzen 7 8845HS 32 GB 2 TB 16,1"" FHD 144Hz W11P + Çanta",Ryzen 7 8845HS
"Alienware 16 Aurora Core5 210H 16GB 2TB SSD RTX4050/6GB 85W 16"" 2K QHD+ W11P Gaming Laptop",Core5 210H
"Cyborg 15 Intel Core 5 210H 64GB 256GB SSD RTX5060/8GB 15.6"" FHD FDOS Gaming Laptop B2RWFKG",Intel Core 5 210H
"Vector 16 Ultra 9 275HX 16GB 4tb + 4tb RTX5080 16GB Tdp 175W W11Home 16"" A2XWIG090XTRH05+ZETTAÇNT",Ultra 9 275HX
"Cyborg 15 İ7 13620H RTX5060 64GB RAM 4TB SSD 15.6"" FHD IPS 144Hz W11 Taşınabilir Bilgisayar",İ7 13620H
"Thinkpad P16V Gen3 Ultra 7 255H 32GB 512GB SSD 8GB/RTXPRO2000 16"" IPS FDOS 21RS000BTXF09+Zettaçanta",Ultra 7 255H
Alienware 16XAC16251 Ultra 9 275HX 48GB 512GBSSD 8GB/RTX5060 16INÇ FDOS AC162515060F17+ZETTAÇANTA,Ultra 9 275HX
"Probook 445 G11 Ryzen 5 7535U 8gb 1tb SSD 14"" Wuxga IPS W11PRO 9Y7C9ETP60 + Zettaçanta",Ryzen 5 7535U
Inspiron 3520 i7 1255U 48GB RAM 1TB SSD 15.6'' FHD FDOS I35201013U & PER4 ÇANTA,i7 1255U
Victus 15 R7 8845HS 24GB DDR5 1TB SSD RTX4050/6GB 15.6'' 144Hz W11P Gaming Laptop & PER4 ÇANTA,R7 8845HS
"Crosshair 17 HX AI Ultra 7 255HX 24GB 1TB SSD RTX5070/8GB 115W 17"" 2K QHD+ 240Hz FDOS Gaming",Ultra 7 255HX
"250 G10 Intel Core i7 1355U 16GB 512 GB SSD 15.6"" FHD W11PRO Metalik Gri 9G1E6ET W16",Intel Core i7 1355U
"Thinkpad P16S G4 Ultra 7 265H 16GB 512GB SSD 8GB/RTXPRO1000 16"" IPS W11PRO 21QV0010TXP01+Zettaçanta",Ultra 7 265H
"TUF F16 Intel 5 210H 16GB 4TBSSD RTX4050 16"" 144Hz Win11 Home +Sırt Çantası FX607VU RL146HMF58",
"Pro 14 Plus Ultra 7 265U Vpro 48GB 1tb SSD Grapichs 14"" Fhd+ 60Hz W11PRO BTO111PB14250P18+Zettaçanta",Ultra 7 265U
"Victus 16 R1041NT i7 14700HX 64GB 4 TB RTX4060 16.1"" Full HD Win11 Home + S.Çantası 9J243EAHMF43",i7 14700HX
"TUF F16 Intel 5 210H 32GB 4TBSSD RTX4050 16"" 144Hz Win10 Home +Sırt Çantası FX607VU RL146HMF101",
NB E14 THINKPAD 21SX007HTX ULTRA7 255H 16GB 512SSD OB 14 WIN11PRO,ULTRA7 255H
"Expertbook P1 P1403CVA I58512G1DEP3 i5 13420H 32GB 512GB SSD 14"" FullHD Win11P + ElektroPasaj Çanta",i5 13420H
"EXPERTBOOK P1 INTEL CORE İ7 13620H 24GB 512GB SSD 14"" FHD W11PRO DİZÜSTÜ BİLGİSAYAR & OKATECH ÇANTA",INTEL CORE İ7 13620H
Pro 16 Ultra 5 235U 96GB Ddr5 256GB SSD FDOS 16 Inç IPS Fullhd+ PC16250BTO105F36 + Zetta Çanta,Ultra 5 235U
"Latitude 3450 i7 1355U 16GB Ddr5 256GB SSD 14"" Fhd IPS WINDOWS11PRO WN012L54501426+ZETTAÇANTA",i7 1355U
"Probook 4 G1I Ultra 7 255U 96GB 1tbSSD 14"" (1920 x 1200), 300 Nits WIN11HOME C9FH1ETH28+ZETTAÇANTA",Ultra 7 255U
"KATANA 15 HX i9 14900HX 48GB 1 TB RTX5060(8GB 115W) 15.6"" 2K QHD Win10 Pro B14WFK 450XTRHMF39",i9 14900HX
"Nirvana S100 Intel Core Ultra 7 255H 16GB DDR5 2TB SSD W11H 16"" S100.255H BX00A G F",Ultra 7 255H
Vostro 3530 i7 1355U 36GB RAM 2TB SSD 15.6'' FHD W11P Taşınabilir Bilgisayar & PER4 ÇANTA,i7 1355U
"Cyborg 15 A13VE7 i7 13620H 32GB 256GB SSD RTX4050/6GB 15.6"" FHD 144HZ W11H & PER4 ÇANTA",i7 13620H
"CYBORG 15 i7 13620H 40 GBDDR5 2 TBSSD RTX5060 15.6"" Freedos + S.Çantası B13WFKG 495XTRHMF8",i7 13620H
"Alienware 16XAC16251 Ultra 9 275HX 32GB 1tbSSD+1tbSSD 8GB/RTX5060 16"" FDOS AC162515060F12+ZETTAÇANTA",Ultra 9 275HX
"Omen 16 7 240H 16GB 2tb SSD 8GB/RTX5070 16"" 165Hz W11PRO BHPQ1Y7EAP03+Zettaçanta",
"Vector 16 HX AI Ultra 9 275HX 40GB 4TB SSD RTX5070/8GB 115W 16"" QHD+ 240Hz W11H Gaming",Ultra 9 275HX
"Thinkbook 16 G7 Ryzen 5 7535HS 64GB Ddr5 4tb SSD 16"" Wuxga IPS FDOS 21MW000PTRF24 + Zettaçanta",Ryzen 5 7535HS
"Loq 15AHP10 Ryzen 7 250 48GB Ddr5 4tb SSD W11PRO RTX5050 8gb 15.6"" IPS 83JG006ATRP33 + Zetta Çanta",Ryzen 7
Pro 16 Ultra 7 255U 40GB Ddr5 256GB SSD W11PRO 16 Inç IPS Fullhd+ PC16250BTO107P16 + Zetta Çanta,Ultra 7 255U
"Vector 16 HX AI Ultra 9 275HX 8GB 2TB SSD RTX5070/8GB 115W 16"" QHD+ 240Hz FDOS Gaming",Ultra 9 275HX
"Nitro V 15 ANV15 52 I7 13620H 64GB 256GBSSD RTX5060 8gb 75W W11PRO 15.6"" NHQZ8EY002P31+ZettaÇNT",I7 13620H
Alienware 16XAC16251 Ultra 9 275HX 80GB 1tbSSD 8GB/RTX5060 16INÇ FDOS AC162515060F35+ZETTAÇANTA,Ultra 9 275HX
Victus 15 i7 13620H 40GB 1TB SSD RTX4060/8GB 144Hz 15.6'' FHD W11H Gaming Laptop & PER4 ÇANTA,i7 13620H
"Cyborg 15 Intel Core 7 240H 32GB 4TB+4TB SSD RTX5060/8GB 15.6"" FHD W11P Gaming Laptop B2RWFKG",Intel Core 7 240H
"NevoPro NP40.1362 EF00R G F i7 13620H 64 GB 1 TB SSD 14"" W11P Dizüstü Bilgisayar",i7 13620H
"250 G10 I5 1334U 8gb 4tb SSD Grafik W11HOME 15.6"" B2NC5ESH05 + Zetta Çanta",I5 1334U
"ideapad S145 15IIL Intel Core i3 1005G1 4GB 256GB SSD Windows 10 15,6"" HD Laptop 81W800J8TX",Intel Core i3 1005G1
Omen 17 DB1003NT AI R9 365 16GB Ddr5 2tb RTX5070 8gb 17.3 Inç 144Hz FDOS C67G1EAF03 + Zetta Çanta,R9
"V15 G4 IRU i5 13420H 16GB 1TB SSD W11Pro 15.6"" Notebook 83A100NSTX ATL52",i5 13420H
"Thinkpad E14 G6 Ultra 5 125U 32GB 1tb SSD Intel® Aı Boost 14"" Wuxga IPS WIN 11 Home 21M7002PTXH10",Ultra 5 125U
"Nitro V16Ryzen 7 350 32GB 2tbSSD 8GB/RTX5070/85W 16"" 180Hz W11PRO NHQXNEY003P11+Zettaçanta",Ryzen 7
"TUF GAMING F16 FX608JH RV079 I5 13450HX 16GB DDR5 512GB 8GB RTX5050 115W 16"" 165Hz DOS",I5 13450HX
"Cyborg 15 A13VF3 i7 13620H 40GB 256GB SSD RTX4060/8GB 15.6"" FHD 144HZ FDOS & PER4 ÇANTA",i7 13620H
"Victus 16 R0071NT 8V898EA C32 i7 13700H 32 GB 2 TB 8 GB RTX4070 16.1"" FHD DOS + Çanta",i7 13700H
Nitro V15 R7 7735HS 8GB 512GB SSD RTX4050/6GB 75W 15.6'' FHD 165Hz FDOS Gaming Laptop & ÇANTA,R7 7735HS
"Thinkpad E14 G4 I7 1255u 40gb 512gb Ssd 2gb/mx550 14"" Ips Fhd Freedos 21e3s0s60f05 + Zetta Çanta",I7 1255u
"Crosshair A17 HX R7 8840HX 128GB 2TB SSD RTX5070/8GB 115W 17"" QHD+ 240Hz W11H Gaming D8WGKG",R7 8840HX
"ExpertBook P1 Intel Core i7 13620H 40GB 4TB SSD 14"" FHD FDOS Dizüstü Bilgisayar & PER4 Çanta",Intel Core i7 13620H
Vector 16 HX AI Ultra 9 275HX 16GB 512GB SSD RTX5080/16GB 175W 16'' WQXGA W11H Gaming Laptop,Ultra 9 275HX
"Alienware 16 Aurora AC16250 C71615U56N011 Core7 240H 64GB 1TBSSD+1TBSSD RTX5060 16"" WQXGA FreeD",Core7 240H
"ThinkBook 14 G8 Intel Core 7 240H 8GB 4TB+4TB SSD 14"" WUXGA FDOS Dizüstü Bilgisayar & Çanta",Intel Core 7 240H
"TUF F16 Intel 5 210H 8GB 1TBSSD RTX4050 16"" 144Hz Win11 Pro +Sırt Çantası FX607VU RL146HMF22",
Latitude 3450 i7 1355U 40GB DDR5 256GB SSD 14'' IPS FDOS Taşınabilir Bilgisayar & PER4 ÇANTA,i7 1355U
"OMEN Ultra 9 285H 40GB 1 TBSSD RTX5060 (8GB) 16"" WUXGA Freedos + S. Çantası BQ3Z2EAHMF4",Ultra 9 285H
Nitro V15 R7 7735HS 64GB 2TB SSD RTX4050/6GB 75W 15.6'' FHD 165Hz W11H Gaming Laptop & ÇANTA,R7 7735HS
Pro 16 Plus Ultra 7 255U 48GB Ddr5 2tb SSD W11PRO 16 Inç IPS Fullhd+ PB16250BTO105P24 + Zetta Çanta,Ultra 7 255U
"Predator Helıos 16 Ultra 9 275HX 96GB 1tb 12GB/RTX5070Tİ/170W 16"" WIN11HOME NHQX2EY002H28+ZettaÇNT",Ultra 9 275HX
"ExpertBook P1 Intel Core 7 240H 96GB 256GB SSD 15.6"" FHD W11H Dizüstü Bilgisayar & PER4 Çanta",Intel Core 7 240H
Predator PH18 73 Ultra 9 275HX 80GB 2tb W11PRO 16GB RTX5080 18'' WQXGA NHQVZEY001P21 + Zetta Çanta,Ultra 9 275HX
ROG Strix G16 R9 9955HX 8GB 4TB SSD RTX5070Ti/12GB 140W 240HZ 16'' 2.5K W11P Gaming & PER4,R9 9955HX
"Elitebook 660 G11 Ultra 5 125U 16 GB 2 TB 16"" Freedos + S.Çantası 9C075EAHMF6",Ultra 5 125U
"B9403CVAR Core 7 150U 32GB 1 TB SSD 14"" WQXGA FingerPrint, MIL STD 810H, Freedos PP2139 01",Core 7 150U
ROG Strix G16 i7 14650HX 8GB 256GB SSD RTX5060/8GB 240Hz WQXGA 16'' W11H G615JMR Gaming Laptop,i7 14650HX
"Expertbook İ5 1334U 32 GB 4 TBSSD Intel Xe Graphics 14"" Win 11 Home + S.Çantası B1403CVAHMF62",İ5 1334U
"Omen16 Ryzen AI 7 350 32GB 2TB SSD RTX5060/8GB 16"" FHD+ 144Hz FDOS Gaming Laptop &Per4 Çanta",Ryzen AI 7 350
"Expertbook B3 Flip B3402FVA I5 1335U 16GB 512GBSSD 14"" Fhd Dokunmatik WIN11PRO B3402I58512S0D32",I5 1335U
"Thinkbook 14 2 In 1 G5 Iau Ultra 7 255U 32GB 512GBSSD W11PRO Touch 14"" NP21SQ002TTXP16+Zetta Çanta",Ultra 7 255U
"Tuf A15 Ryzen 7 7435HS 32GB 512 GBSSD RTX4050 144 Hz Freedos 15.6"" FHD FA507NUR LP035HMF18",Ryzen 7
"KATANA 17 HX i7 14650HX 32GB 2 TBSSD RTX5070 17.3"" 2K Win10 Pro + Sırt Ç. B14WGK 046XTRHMF52",i7 14650HX
"Thinkbook 16 G7 Ryzen 5 7535HS 64GB Ddr5 4tb SSD 16"" Wuxga IPS W11HOME 21MW000PTRH24 + Zettaçanta",Ryzen 5 7535HS
"Omen 16 R9 8940HX 96GB 256GB SSD RTX5070/8GB 16"" QHD+ 240Hz W11P Gaming Laptop & Per4 Çanta",R9
"ExpertBook P1 Intel Core 7 240H 48GB 2TB SSD 15.6"" FHD FDOS Dizüstü Bilgisayar & PER4 Çanta",Intel Core 7 240H
"Nitro V16Ryzen 7 350 48GB 4tbSSD 8GB/RTX5070/85W 16"" 180Hz W11HOME NHQXNEY003H20+Zettaçanta",Ryzen 7
"Predator Helios Neo 16 AI Ultra 9 275HX 16GB 4TB+4TB SSD RTX5070Ti/12GB 170W 16"" QHD+ FDOS",Ultra 9 275HX
Alienware 16XAC16251 Ultra 9 275HX 80GB 2tbSSD 8GB/RTX5060 16INÇ W11HOME AC162515060H37+ZETTAÇANTA,Ultra 9 275HX
"ExpertBook B5 Ultra 7 255H 24GB 1TB SSD 14"" FHD+ W11H Dizüstü Bilgisayar & PER4 Çanta",Ultra 7 255H
Victus 15 Intel Core 7 240H 8GB 4+4TB SSD RTX5060/8GB 15.6'' 144Hz FHD W11P Gaming Laptop,Intel Core 7 240H
"Rog Strix G18 G815JMR I9 14900HX 32GB 512GB 8GB/RTX5060 115W 18"" 2.5k FDOS ZS9035F09+ZettaÇNT",I9 14900HX
"Thinkbook 16 G6 I7 13700H 48GB Ddr5 2tb SSD FDOS 16"" Wuxga IPS T21KH00WATRF39 + Zetta Çanta",I7 13700H
"Precision M7780 XCTOP7780EMEA_VP1A5 i7 13850HX 32GB 1TBSSD+1TBSSD RTX3500 17.3"" FullHD W11P Taş",i7 13850HX
CYBORG 15 B2RWFKG 207XTREP4 CORE 5 210H 16GB 1TB SSD RTX5060 15.6'' Win11 Pro + ElektroPasaj Çanta,CORE 5 210H
"Elitebook 6 G1I Intel® Core Ultra 5 225U 24GB 256GB SSD 16"" 300NIT WIN11PRO AD4G3ETP01+ZETTAÇANTA",Ultra 5 225U
"Cyborg 15 i5 13420H 128GB 512GB SSD RTX5060/8GB 15.6"" FHD 144Hz W11H Gaming Laptop B13WFKG",i5 13420H
"Cyborg 15 Intel Core 5 210H 80GB 512GB SSD RTX5060/8GB 15.6"" FHD W11H Gaming Laptop B2RWFKG",Intel Core 5 210H
"Loq 15AHP10 Ryzen 7 250 16GB Ddr5 4tb SSD W11HOME RTX5060 8gb 15.6"" IPS 83JG006ETRH05 + Zetta Çanta",Ryzen 7
"ThinkPad E16 AMD Ryzen 5 220 64GB 256GB SSD 16"" FHD+ W11H Dizüstü Bilgisayar & PER4 ÇANTA",AMD Ryzen 5
Omen W16 AM0017NT 7 240H 40GB 2tb SSD W11HOME RTX5060 8gb 16 Inc IPS 165HZ WBQ1Z0EAH25+Zetta Çanta,
"Tuf F16 I7 14650HX 32GB 4TBSSD RTX5070 16"" WQXGA 165Hz 11 Home + S.Çantası FX608JPR QT070HMF36",I7 14650HX
"Victus 15 15 FA2704NT B7TG9EA FR61 i5 13420H 16 GB 1 TB SSD RTX3050 15.6"" W11H + Çanta",i5 13420H
"Probook 440 G10 I7 1355U 32GB 2tb SSD Intel® Iris® X? FDOS 14"" Fhd 8A567EAF08 + Weblegelsin Çanta",I7 1355U
ThinkPad E14 G6 Ultra 5 125U 32GB 2TB SSD 14'' WUXGA FDOS 21M7002PTX & PER4 ÇANTA,Ultra 5 125U
"TUF Gaming A15 R5 7535HS 16GB 2TB SSD RTX3050/4GB 144Hz 15.6"" FHD FDOS HN049 & PER4 ÇANTA",R5 7535HS
NB VOSTRO N1601PVNB3530_U I7 1355U 8GB 512SSD 15.6 UBUNTU,I7 1355U
Nitro V15 i5 13420H 64GB 2TB SSD RTX4050/6GB 15.6'' FHD 144Hz W11H & PER4 ÇANTA,i5 13420H
"KATANA 17 HX i7 14650HX 40GB 1 TBSSD RTX5060 17.3"" Win11Home + S.Çantası B14WFK 257XTRHMF35",i7 14650HX
Thinkpad E16 Gen 3 Ultra 7 255H 48GB Ddr5 1tb SSD FDOS 16 Inç Wuxga IPS 21SR006RTXF23 + Zetta Çanta,Ultra 7 255H
"Vivobook S16 i7 13620H 40GB DDR5 2TB SSD 16"" 144Hz WUXGA W11H S3607VA Dizüstü Bilgisayar",i7 13620H
"Predator Helios Neo18 Ultra9 275HX 8GB 256GB SSD RTX5070Ti/12GB 18"" QHD+ W11H Gaming Laptop",Ultra9 275HX
"Vivobook S14 M5406kaPp060w Ryzen AI 7 350 24gb RAM 512gb SSD AMD Radeon 14"" W11 Gri Notebook",Ryzen AI 7 350
"Tuf A16 R9 8940HX 24GB 512GB SSD 8GB/RTX5070 115W 165Hz 16"" 2.5k 400NITS IPS WIN11PRO WQT060P02",R9
"Predator Neo 18 Ultra 9 275HX 96GB 2tbSSD 12GB/RTX5070Tİ 18"" WIN11PRO NHQVMEY002P29+ZETTAÇNT",Ultra 9 275HX
"CYBORG 15 B13WFKG 679XTR Intel Core i7 13620H 32GB 1TB SSD RTX5060 Freedos 15.6"" FHD 144Hz Lapto",Intel Core i7 13620H
"Loq I7 13700HX 64GB 512GB SSD 8GB/RTX5050/100W 15.6"" Fhd IPS 144Hz FDOS 15IRX1050F21 + Zettaçanta",I7 13700HX
"ThinkBook 14 G8 Intel Core 7 240H 64GB 512GB SSD 14"" WUXGA FDOS Dizüstü Bilgisayar & Çanta",Intel Core 7 240H
